city,timestamp,temperature,cloud_cover,cloud_cover_description,pressure,windspeed,precipitation,felt_temperature
Burbank,2019-10-03 03:53:00,20.0,33.0,Fair,984.5,9.0,0.0,20.0
Burbank,2019-10-03 04:53:00,18.0,33.0,Fair,985.16,6.0,0.0,18.0
Burbank,2019-10-03 05:53:00,18.0,33.0,Fair,985.49,7.0,0.0,18.0
Burbank,2019-10-03 06:53:00,17.0,33.0,Fair,985.49,6.0,0.0,17.0
Burbank,2019-10-03 07:53:00,16.0,33.0,Fair,985.49,6.0,0.0,16.0
Burbank,2019-10-03 08:53:00,15.0,33.0,Fair,985.49,0.0,0.0,15.0
Burbank,2019-10-03 09:53:00,15.0,33.0,Fair,985.16,0.0,0.0,15.0
Burbank,2019-10-03 10:53:00,14.0,33.0,Fair,984.83,0.0,0.0,14.0
Burbank,2019-10-03 11:53:00,13.0,33.0,Fair,984.83,0.0,0.0,13.0
Burbank,2019-10-03 12:53:00,13.0,33.0,Fair,985.16,0.0,0.0,13.0
Burbank,2019-10-03 13:53:00,12.0,34.0,Fair,985.49,6.0,0.0,12.0
Burbank,2019-10-03 14:53:00,14.0,34.0,Fair,986.15,0.0,0.0,14.0
Burbank,2019-10-03 15:53:00,17.0,34.0,Fair,986.81,0.0,0.0,17.0
Burbank,2019-10-03 16:53:00,19.0,34.0,Fair,986.48,7.0,0.0,19.0
Burbank,2019-10-03 17:53:00,22.0,34.0,Fair,986.48,0.0,0.0,22.0
Burbank,2019-10-03 18:53:00,24.0,34.0,Fair,986.15,0.0,0.0,24.0
Burbank,2019-10-03 19:53:00,24.0,34.0,Fair,985.49,17.0,0.0,24.0
Burbank,2019-10-03 20:53:00,26.0,34.0,Fair,984.83,17.0,0.0,26.0
Burbank,2019-10-03 21:53:00,25.0,34.0,Fair,984.5,20.0,0.0,26.0
Burbank,2019-10-03 22:53:00,25.0,34.0,Fair,984.5,15.0,0.0,26.0
Burbank,2019-10-03 23:53:00,24.0,34.0,Fair,984.5,9.0,0.0,24.0
Burbank,2019-10-04 00:53:00,23.0,30.0,Partly Cloudy,984.5,11.0,0.0,23.0
Burbank,2019-10-04 01:53:00,22.0,33.0,Fair,984.5,7.0,0.0,22.0
Burbank,2019-10-04 02:53:00,20.0,33.0,Fair,985.16,11.0,0.0,20.0
Burbank,2019-10-04 03:53:00,19.0,33.0,Fair,985.82,7.0,0.0,19.0
Burbank,2019-10-04 04:53:00,18.0,33.0,Fair,986.15,9.0,0.0,18.0
Burbank,2019-10-04 05:53:00,17.0,33.0,Fair,986.48,7.0,0.0,17.0
Burbank,2019-10-04 06:53:00,17.0,33.0,Fair,986.48,6.0,0.0,17.0
Burbank,2019-10-04 07:53:00,16.0,33.0,Fair,986.81,7.0,0.0,16.0
Burbank,2019-10-04 08:53:00,16.0,33.0,Fair,986.81,0.0,0.0,16.0
Burbank,2019-10-04 09:53:00,14.0,33.0,Fair,986.81,0.0,0.0,14.0
Burbank,2019-10-04 10:53:00,14.0,33.0,Fair,986.48,7.0,0.0,14.0
Burbank,2019-10-04 11:53:00,13.0,33.0,Fair,986.81,6.0,0.0,13.0
Burbank,2019-10-04 12:53:00,13.0,33.0,Fair,987.14,0.0,0.0,13.0
Burbank,2019-10-04 13:53:00,12.0,34.0,Fair,987.47,0.0,0.0,12.0
Burbank,2019-10-04 14:53:00,14.0,34.0,Fair,987.8,0.0,0.0,14.0
Burbank,2019-10-04 15:53:00,16.0,34.0,Fair,988.13,0.0,0.0,16.0
Burbank,2019-10-04 16:53:00,19.0,34.0,Fair,988.45,6.0,0.0,19.0
Burbank,2019-10-04 17:53:00,21.0,34.0,Fair,988.45,9.0,0.0,21.0
Burbank,2019-10-04 18:53:00,23.0,34.0,Fair,987.8,7.0,0.0,23.0
Burbank,2019-10-04 19:53:00,24.0,34.0,Fair,987.14,13.0,0.0,24.0
Burbank,2019-10-04 20:53:00,25.0,34.0,Fair,986.81,9.0,0.0,26.0
Burbank,2019-10-04 21:53:00,25.0,34.0,Fair,986.48,20.0,0.0,25.0
Burbank,2019-10-04 22:53:00,25.0,34.0,Fair,986.48,17.0,0.0,25.0
Burbank,2019-10-04 23:53:00,24.0,34.0,Fair,986.48,15.0,0.0,24.0
Burbank,2019-10-05 00:53:00,23.0,30.0,Partly Cloudy,986.48,7.0,0.0,23.0
Burbank,2019-10-05 01:53:00,22.0,33.0,Fair,986.48,6.0,0.0,22.0
Burbank,2019-10-05 02:53:00,21.0,33.0,Fair,987.14,9.0,0.0,21.0
Burbank,2019-10-05 03:53:00,19.0,33.0,Fair,987.47,7.0,0.0,19.0
Burbank,2019-10-05 04:53:00,19.0,33.0,Fair,988.13,0.0,0.0,19.0
Burbank,2019-10-05 05:53:00,18.0,33.0,Fair,988.13,0.0,0.0,18.0
Burbank,2019-10-05 06:53:00,17.0,33.0,Fair,988.13,0.0,0.0,17.0
Burbank,2019-10-05 07:53:00,16.0,33.0,Fair,988.13,0.0,0.0,16.0
Burbank,2019-10-05 08:53:00,15.0,33.0,Fair,988.13,6.0,0.0,15.0
Burbank,2019-10-05 09:53:00,15.0,33.0,Fair,987.8,6.0,0.0,15.0
Burbank,2019-10-05 10:53:00,14.0,33.0,Fair,987.8,0.0,0.0,14.0
Burbank,2019-10-05 11:53:00,13.0,33.0,Fair,987.8,0.0,0.0,13.0
Burbank,2019-10-05 12:53:00,13.0,33.0,Fair,988.13,0.0,0.0,13.0
Burbank,2019-10-05 13:53:00,12.0,34.0,Fair,988.45,0.0,0.0,12.0
Burbank,2019-10-05 14:53:00,14.0,34.0,Fair,989.11,0.0,0.0,14.0
Burbank,2019-10-05 15:53:00,18.0,34.0,Fair,989.44,0.0,0.0,18.0
Burbank,2019-10-05 16:53:00,21.0,34.0,Fair,989.77,0.0,0.0,21.0
Burbank,2019-10-05 17:53:00,24.0,34.0,Fair,989.77,6.0,0.0,24.0
Burbank,2019-10-05 18:53:00,26.0,34.0,Fair,989.11,9.0,0.0,26.0
Burbank,2019-10-05 19:53:00,27.0,34.0,Fair,988.45,11.0,0.0,26.0
Burbank,2019-10-05 20:53:00,28.0,34.0,Fair,987.47,9.0,0.0,27.0
Burbank,2019-10-05 21:53:00,29.0,34.0,Fair,986.81,9.0,0.0,27.0
Burbank,2019-10-05 22:53:00,28.0,34.0,Fair,986.81,17.0,0.0,27.0
Burbank,2019-10-05 23:53:00,27.0,34.0,Fair,986.48,11.0,0.0,26.0
Burbank,2019-10-06 00:53:00,27.0,30.0,Partly Cloudy,986.48,7.0,0.0,26.0
Burbank,2019-10-06 01:53:00,23.0,33.0,Fair,986.48,11.0,0.0,23.0
Burbank,2019-10-06 02:53:00,22.0,33.0,Fair,987.14,0.0,0.0,22.0
Burbank,2019-10-06 03:53:00,21.0,33.0,Fair,987.14,7.0,0.0,21.0
Burbank,2019-10-06 04:53:00,19.0,33.0,Fair,987.47,0.0,0.0,19.0
Burbank,2019-10-06 05:53:00,18.0,33.0,Fair,987.47,0.0,0.0,18.0
Burbank,2019-10-06 06:53:00,17.0,33.0,Fair,987.47,0.0,0.0,17.0
Burbank,2019-10-06 07:53:00,17.0,33.0,Fair,987.14,6.0,0.0,17.0
Burbank,2019-10-06 08:53:00,16.0,33.0,Fair,987.47,0.0,0.0,16.0
Burbank,2019-10-06 09:53:00,16.0,33.0,Fair,987.47,6.0,0.0,16.0
Burbank,2019-10-06 10:53:00,14.0,33.0,Fair,987.14,0.0,0.0,14.0
Burbank,2019-10-06 11:53:00,13.0,33.0,Fair,987.47,7.0,0.0,13.0
Burbank,2019-10-06 12:53:00,13.0,33.0,Fair,987.8,0.0,0.0,13.0
Burbank,2019-10-06 13:53:00,12.0,34.0,Fair,988.45,6.0,0.0,12.0
Burbank,2019-10-06 14:53:00,15.0,34.0,Fair,988.45,6.0,0.0,15.0
Burbank,2019-10-06 15:53:00,18.0,34.0,Fair,988.78,0.0,0.0,18.0
Burbank,2019-10-06 16:53:00,22.0,34.0,Fair,989.11,0.0,0.0,22.0
Burbank,2019-10-06 17:53:00,26.0,34.0,Fair,989.11,0.0,0.0,26.0
Burbank,2019-10-06 18:53:00,28.0,34.0,Fair,988.78,7.0,0.0,27.0
Burbank,2019-10-06 19:53:00,31.0,34.0,Fair,987.8,7.0,0.0,29.0
Burbank,2019-10-06 20:53:00,32.0,34.0,Fair,987.14,7.0,0.0,29.0
Burbank,2019-10-06 21:53:00,32.0,34.0,Fair,986.15,9.0,0.0,29.0
Burbank,2019-10-06 22:53:00,32.0,34.0,Fair,986.15,11.0,0.0,29.0
Burbank,2019-10-06 23:53:00,32.0,34.0,Fair,985.49,11.0,0.0,29.0
Burbank,2019-10-07 00:53:00,29.0,34.0,Fair,985.49,11.0,0.0,27.0
Burbank,2019-10-07 01:53:00,28.0,33.0,Fair,985.82,0.0,0.0,26.0
Burbank,2019-10-07 02:53:00,24.0,33.0,Fair,986.48,7.0,0.0,24.0
Burbank,2019-10-07 03:53:00,24.0,33.0,Fair,986.81,7.0,0.0,24.0
Burbank,2019-10-07 04:53:00,22.0,33.0,Fair,987.14,9.0,0.0,22.0
Burbank,2019-10-07 05:53:00,20.0,33.0,Fair,987.47,9.0,0.0,20.0
Burbank,2019-10-07 06:53:00,19.0,33.0,Fair,987.47,0.0,0.0,19.0
Burbank,2019-10-07 07:53:00,18.0,33.0,Fair,987.47,0.0,0.0,18.0
Burbank,2019-10-07 08:53:00,18.0,33.0,Fair,987.8,7.0,0.0,18.0
Burbank,2019-10-07 09:53:00,17.0,33.0,Fair,986.81,0.0,0.0,17.0
Burbank,2019-10-07 10:53:00,17.0,33.0,Fair,986.48,0.0,0.0,17.0
Burbank,2019-10-07 11:53:00,15.0,33.0,Fair,986.48,0.0,0.0,15.0
Burbank,2019-10-07 12:53:00,15.0,33.0,Fair,986.81,0.0,0.0,15.0
Burbank,2019-10-07 13:53:00,14.0,34.0,Fair,986.81,0.0,0.0,14.0
Burbank,2019-10-07 14:53:00,17.0,34.0,Fair,987.14,0.0,0.0,17.0
Burbank,2019-10-07 15:53:00,21.0,34.0,Fair,987.14,6.0,0.0,21.0
Burbank,2019-10-07 16:53:00,24.0,34.0,Fair,987.14,0.0,0.0,24.0
Burbank,2019-10-07 17:53:00,28.0,34.0,Fair,986.81,7.0,0.0,26.0
Burbank,2019-10-07 18:53:00,29.0,34.0,Fair,986.48,6.0,0.0,27.0
Burbank,2019-10-07 19:53:00,31.0,34.0,Fair,985.49,13.0,0.0,29.0
Burbank,2019-10-07 20:53:00,31.0,34.0,Fair,984.5,17.0,0.0,29.0
Burbank,2019-10-07 21:53:00,31.0,34.0,Fair,984.17,13.0,0.0,28.0
Burbank,2019-10-07 22:53:00,31.0,34.0,Fair,983.84,15.0,0.0,28.0
Burbank,2019-10-07 23:53:00,29.0,34.0,Fair,983.52,13.0,0.0,27.0
Burbank,2019-10-08 00:53:00,28.0,34.0,Fair,983.52,9.0,0.0,26.0
Burbank,2019-10-08 01:53:00,26.0,33.0,Fair,983.52,9.0,0.0,26.0
Burbank,2019-10-08 02:53:00,24.0,33.0,Fair,983.84,0.0,0.0,24.0
Burbank,2019-10-08 03:53:00,23.0,33.0,Fair,983.84,0.0,0.0,23.0
Burbank,2019-10-08 04:53:00,21.0,33.0,Fair,984.17,7.0,0.0,21.0
Burbank,2019-10-08 05:53:00,19.0,33.0,Fair,984.5,7.0,0.0,19.0
Burbank,2019-10-08 06:53:00,19.0,33.0,Fair,984.5,9.0,0.0,19.0
Burbank,2019-10-08 07:53:00,18.0,33.0,Fair,984.17,0.0,0.0,18.0
Burbank,2019-10-08 08:53:00,17.0,33.0,Fair,984.17,6.0,0.0,17.0
Burbank,2019-10-08 09:53:00,16.0,33.0,Fair,983.52,0.0,0.0,16.0
Burbank,2019-10-08 10:53:00,15.0,33.0,Fair,982.86,6.0,0.0,15.0
Burbank,2019-10-08 11:53:00,16.0,33.0,Fair,983.19,6.0,0.0,16.0
Burbank,2019-10-08 12:53:00,14.0,33.0,Fair,983.19,0.0,0.0,14.0
Burbank,2019-10-08 13:53:00,14.0,34.0,Fair,983.19,0.0,0.0,14.0
Burbank,2019-10-08 14:53:00,17.0,34.0,Fair,983.84,0.0,0.0,17.0
Burbank,2019-10-08 15:53:00,19.0,34.0,Fair,984.17,6.0,0.0,19.0
Burbank,2019-10-08 16:53:00,22.0,34.0,Fair,984.5,6.0,0.0,22.0
Burbank,2019-10-08 17:53:00,24.0,34.0,Fair,984.17,11.0,0.0,24.0
Burbank,2019-10-08 18:53:00,26.0,34.0,Fair,983.84,9.0,0.0,26.0
Burbank,2019-10-08 19:53:00,27.0,34.0,Fair,983.19,9.0,0.0,26.0
Burbank,2019-10-08 20:53:00,28.0,34.0,Fair,982.53,11.0,0.0,27.0
Burbank,2019-10-08 21:53:00,28.0,34.0,Fair,982.2,19.0,0.0,27.0
Burbank,2019-10-08 22:53:00,27.0,34.0,Fair,981.54,17.0,0.0,26.0
Burbank,2019-10-08 23:53:00,26.0,34.0,Fair,981.54,17.0,0.0,26.0
Burbank,2019-10-09 00:53:00,24.0,34.0,Fair,981.54,19.0,0.0,24.0
Burbank,2019-10-09 01:53:00,21.0,33.0,Fair,981.87,11.0,0.0,21.0
Burbank,2019-10-09 02:53:00,20.0,33.0,Fair,982.2,13.0,0.0,20.0
Burbank,2019-10-09 03:53:00,19.0,33.0,Fair,982.53,13.0,0.0,19.0
Burbank,2019-10-09 04:53:00,17.0,33.0,Fair,983.19,7.0,0.0,17.0
Burbank,2019-10-09 05:53:00,17.0,33.0,Fair,983.19,7.0,0.0,17.0
Burbank,2019-10-09 06:53:00,17.0,33.0,Fair,983.19,6.0,0.0,17.0
Burbank,2019-10-09 07:53:00,16.0,33.0,Fair,982.86,9.0,0.0,16.0
Burbank,2019-10-09 08:53:00,16.0,33.0,Fair,982.86,0.0,0.0,16.0
Burbank,2019-10-09 09:53:00,16.0,27.0,Mostly Cloudy,982.86,9.0,0.0,16.0
Burbank,2019-10-09 10:53:00,16.0,27.0,Mostly Cloudy,982.53,9.0,0.0,16.0
Burbank,2019-10-09 11:00:00,16.0,33.0,Fair,982.86,9.0,0.0,16.0
Burbank,2019-10-09 11:09:00,16.0,27.0,Mostly Cloudy,982.86,9.0,0.0,16.0
Burbank,2019-10-09 11:53:00,16.0,27.0,Mostly Cloudy,982.86,11.0,0.0,16.0
Burbank,2019-10-09 12:12:00,16.0,21.0,Haze,982.86,7.0,0.0,16.0
Burbank,2019-10-09 12:53:00,16.0,21.0,Haze,982.86,6.0,0.0,16.0
Burbank,2019-10-09 13:32:00,16.0,21.0,Haze,983.19,6.0,0.0,16.0
Burbank,2019-10-09 13:53:00,15.0,28.0,Mostly Cloudy,983.19,7.0,0.0,15.0
Burbank,2019-10-09 14:53:00,15.0,21.0,Haze,983.52,0.0,0.0,15.0
Burbank,2019-10-09 15:53:00,16.0,21.0,Haze,983.84,6.0,0.0,16.0
Burbank,2019-10-09 16:53:00,18.0,21.0,Haze,983.84,7.0,0.0,18.0
Burbank,2019-10-09 17:53:00,19.0,34.0,Fair,983.52,9.0,0.0,19.0
Burbank,2019-10-09 18:53:00,22.0,34.0,Fair,982.86,15.0,0.0,22.0
Burbank,2019-10-09 19:53:00,23.0,34.0,Fair,982.2,15.0,0.0,23.0
Burbank,2019-10-09 20:53:00,23.0,34.0,Fair,981.21,15.0,0.0,23.0
Burbank,2019-10-09 21:53:00,23.0,34.0,Fair,980.88,13.0,0.0,23.0
Burbank,2019-10-09 22:53:00,23.0,34.0,Fair,980.88,17.0,0.0,23.0
Burbank,2019-10-09 23:53:00,21.0,34.0,Fair,980.55,15.0,0.0,21.0
Burbank,2019-10-10 00:53:00,19.0,30.0,Partly Cloudy,980.88,17.0,0.0,19.0
Burbank,2019-10-10 01:53:00,18.0,33.0,Fair,981.54,13.0,0.0,18.0
Burbank,2019-10-10 02:53:00,17.0,33.0,Fair,982.2,9.0,0.0,17.0
Burbank,2019-10-10 03:35:00,16.0,26.0,Cloudy,982.53,11.0,0.0,16.0
Burbank,2019-10-10 03:53:00,16.0,26.0,Cloudy,982.53,7.0,0.0,16.0
Burbank,2019-10-10 04:53:00,17.0,26.0,Cloudy,982.53,6.0,0.0,17.0
Burbank,2019-10-10 05:53:00,17.0,26.0,Cloudy,982.86,11.0,0.0,17.0
Burbank,2019-10-10 06:53:00,17.0,26.0,Cloudy,982.86,11.0,0.0,17.0
Burbank,2019-10-10 07:53:00,17.0,26.0,Cloudy,982.86,13.0,0.0,17.0
Burbank,2019-10-10 08:00:00,17.0,26.0,Cloudy,982.86,13.0,0.0,17.0
Burbank,2019-10-10 08:53:00,17.0,26.0,Cloudy,983.19,15.0,0.0,17.0
Burbank,2019-10-10 09:53:00,17.0,26.0,Cloudy,982.86,7.0,0.0,17.0
Burbank,2019-10-10 10:53:00,16.0,27.0,Mostly Cloudy,982.53,9.0,0.0,16.0
Burbank,2019-10-10 11:53:00,16.0,26.0,Cloudy,983.19,6.0,0.0,16.0
Burbank,2019-10-10 12:53:00,16.0,26.0,Cloudy,983.52,6.0,0.0,16.0
Burbank,2019-10-10 13:53:00,15.0,34.0,Fair,983.84,6.0,0.0,15.0
Burbank,2019-10-10 14:53:00,16.0,34.0,Fair,984.5,0.0,0.0,16.0
Burbank,2019-10-10 15:53:00,17.0,34.0,Fair,985.49,0.0,0.0,17.0
Burbank,2019-10-10 16:53:00,18.0,34.0,Fair,985.49,6.0,0.0,18.0
Burbank,2019-10-10 17:53:00,20.0,34.0,Fair,985.82,6.0,0.0,20.0
Burbank,2019-10-10 18:53:00,22.0,34.0,Fair,985.49,7.0,0.0,22.0
Burbank,2019-10-10 19:53:00,24.0,34.0,Fair,984.5,9.0,0.0,24.0
Burbank,2019-10-10 20:53:00,27.0,34.0,Fair,983.84,,0.0,26.0
Burbank,2019-10-10 21:53:00,27.0,34.0,Fair,983.19,6.0,0.0,26.0
Burbank,2019-10-10 22:53:00,28.0,34.0,Fair,982.86,0.0,0.0,27.0
Burbank,2019-10-10 23:53:00,28.0,34.0,Fair,983.19,9.0,0.0,27.0
Burbank,2019-10-11 00:53:00,27.0,34.0,Fair,983.19,17.0,0.0,26.0
Burbank,2019-10-11 01:53:00,26.0,33.0,Fair,983.52,17.0,0.0,24.0
Burbank,2019-10-11 02:53:00,25.0,33.0,Fair,983.52,22.0,0.0,24.0
Burbank,2019-10-11 03:53:00,24.0,33.0,Fair,984.17,7.0,0.0,24.0
Burbank,2019-10-11 04:53:00,21.0,29.0,Partly Cloudy,985.49,9.0,0.0,21.0
Burbank,2019-10-11 05:53:00,21.0,27.0,Mostly Cloudy,985.82,7.0,0.0,21.0
Burbank,2019-10-11 06:53:00,19.0,29.0,Partly Cloudy,985.82,0.0,0.0,19.0
Burbank,2019-10-11 07:53:00,18.0,29.0,Partly Cloudy,985.16,7.0,0.0,18.0
Burbank,2019-10-11 08:53:00,22.0,29.0,Partly Cloudy,985.49,7.0,0.0,22.0
Burbank,2019-10-11 09:53:00,18.0,33.0,Fair,985.49,0.0,0.0,18.0
Burbank,2019-10-11 10:53:00,16.0,29.0,Partly Cloudy,985.16,0.0,0.0,16.0
Burbank,2019-10-11 11:53:00,15.0,33.0,Fair,985.16,0.0,0.0,15.0
Burbank,2019-10-11 12:53:00,16.0,33.0,Fair,985.82,0.0,0.0,16.0
Burbank,2019-10-11 13:53:00,14.0,22.0,Smoke,986.15,0.0,0.0,14.0
Burbank,2019-10-11 14:53:00,15.0,22.0,Smoke,987.14,0.0,0.0,15.0
Burbank,2019-10-11 15:53:00,21.0,22.0,Smoke,987.47,0.0,0.0,21.0
Burbank,2019-10-11 16:53:00,23.0,22.0,Smoke,987.47,0.0,0.0,23.0
Burbank,2019-10-11 17:53:00,26.0,22.0,Smoke,987.14,7.0,0.0,24.0
Burbank,2019-10-11 18:53:00,27.0,22.0,Smoke,986.81,6.0,0.0,25.0
Burbank,2019-10-11 19:53:00,28.0,22.0,Smoke,986.15,11.0,0.0,26.0
Burbank,2019-10-11 20:53:00,29.0,22.0,Smoke,985.16,9.0,0.0,27.0
Burbank,2019-10-11 21:53:00,29.0,22.0,Smoke,984.5,9.0,0.0,27.0
Burbank,2019-10-11 22:53:00,29.0,22.0,Smoke,984.17,15.0,0.0,27.0
Burbank,2019-10-11 23:53:00,28.0,22.0,Smoke,983.52,19.0,0.0,27.0
Burbank,2019-10-12 00:53:00,27.0,22.0,Smoke,983.52,15.0,0.0,26.0
Burbank,2019-10-12 01:53:00,25.0,22.0,Smoke,983.52,17.0,0.0,24.0
Burbank,2019-10-12 02:53:00,24.0,22.0,Smoke,983.84,9.0,0.0,24.0
Burbank,2019-10-12 03:53:00,22.0,22.0,Smoke,984.17,7.0,0.0,22.0
Burbank,2019-10-12 04:53:00,19.0,22.0,Smoke,984.5,6.0,0.0,19.0
Burbank,2019-10-12 05:53:00,19.0,22.0,Smoke,984.5,0.0,0.0,19.0
Burbank,2019-10-12 06:53:00,18.0,22.0,Smoke,984.83,0.0,0.0,18.0
Burbank,2019-10-12 07:53:00,17.0,22.0,Smoke,984.83,0.0,0.0,17.0
Burbank,2019-10-12 08:53:00,14.0,33.0,Fair,984.83,0.0,0.0,14.0
Burbank,2019-10-12 09:53:00,14.0,33.0,Fair,984.17,0.0,0.0,14.0
Burbank,2019-10-12 10:53:00,14.0,33.0,Fair,983.84,6.0,0.0,14.0
Burbank,2019-10-12 11:53:00,14.0,33.0,Fair,983.52,0.0,0.0,14.0
Burbank,2019-10-12 12:53:00,14.0,33.0,Fair,983.52,7.0,0.0,14.0
Burbank,2019-10-12 13:53:00,13.0,34.0,Fair,983.52,0.0,0.0,13.0
Burbank,2019-10-12 14:53:00,14.0,34.0,Fair,983.84,0.0,0.0,14.0
Burbank,2019-10-12 15:53:00,18.0,34.0,Fair,984.17,0.0,0.0,18.0
Burbank,2019-10-12 16:53:00,23.0,34.0,Fair,984.17,6.0,0.0,23.0
Burbank,2019-10-12 17:53:00,25.0,34.0,Fair,984.17,0.0,0.0,24.0
Burbank,2019-10-12 18:53:00,27.0,34.0,Fair,983.52,0.0,0.0,26.0
Burbank,2019-10-12 19:53:00,28.0,34.0,Fair,983.19,11.0,0.0,26.0
Burbank,2019-10-12 20:53:00,29.0,34.0,Fair,982.53,9.0,0.0,27.0
Burbank,2019-10-12 21:53:00,29.0,34.0,Fair,982.2,6.0,0.0,27.0
Burbank,2019-10-12 22:53:00,28.0,34.0,Fair,982.2,17.0,0.0,27.0
Burbank,2019-10-12 23:53:00,27.0,34.0,Fair,981.87,15.0,0.0,26.0
Burbank,2019-10-13 00:53:00,25.0,34.0,Fair,981.87,9.0,0.0,24.0
Burbank,2019-10-13 01:53:00,22.0,33.0,Fair,982.2,6.0,0.0,22.0
Burbank,2019-10-13 02:53:00,21.0,33.0,Fair,982.53,7.0,0.0,21.0
Burbank,2019-10-13 03:53:00,20.0,33.0,Fair,982.86,9.0,0.0,20.0
Burbank,2019-10-13 04:53:00,19.0,33.0,Fair,982.86,0.0,0.0,19.0
Burbank,2019-10-13 05:53:00,18.0,33.0,Fair,983.19,7.0,0.0,18.0
Burbank,2019-10-13 06:53:00,17.0,33.0,Fair,983.19,0.0,0.0,17.0
Burbank,2019-10-13 07:53:00,16.0,33.0,Fair,982.86,0.0,0.0,16.0
Burbank,2019-10-13 08:53:00,15.0,33.0,Fair,983.19,0.0,0.0,15.0
Burbank,2019-10-13 09:53:00,13.0,33.0,Fair,982.86,0.0,0.0,13.0
Burbank,2019-10-13 10:53:00,13.0,33.0,Fair,982.53,0.0,0.0,13.0
Burbank,2019-10-13 11:53:00,12.0,33.0,Fair,982.53,0.0,0.0,12.0
Burbank,2019-10-13 12:53:00,13.0,33.0,Fair,982.2,6.0,0.0,13.0
Burbank,2019-10-13 13:53:00,12.0,34.0,Fair,982.2,0.0,0.0,12.0
Burbank,2019-10-13 14:53:00,13.0,34.0,Fair,983.19,6.0,0.0,13.0
Burbank,2019-10-13 15:53:00,16.0,34.0,Fair,983.84,6.0,0.0,16.0
Burbank,2019-10-13 16:53:00,19.0,34.0,Fair,983.84,7.0,0.0,19.0
Burbank,2019-10-13 17:53:00,21.0,34.0,Fair,983.84,9.0,0.0,21.0
Burbank,2019-10-13 18:53:00,23.0,34.0,Fair,983.52,13.0,0.0,23.0
Burbank,2019-10-13 19:53:00,23.0,34.0,Fair,982.86,11.0,0.0,23.0
Burbank,2019-10-13 20:53:00,24.0,34.0,Fair,982.2,7.0,0.0,24.0
Burbank,2019-10-13 21:53:00,24.0,34.0,Fair,981.87,17.0,0.0,24.0
Burbank,2019-10-13 22:53:00,24.0,34.0,Fair,981.87,17.0,0.0,24.0
Burbank,2019-10-13 23:53:00,23.0,34.0,Fair,981.87,15.0,0.0,23.0
Burbank,2019-10-14 00:53:00,21.0,34.0,Fair,982.2,11.0,0.0,21.0
Burbank,2019-10-14 01:53:00,18.0,33.0,Fair,982.53,13.0,0.0,18.0
Burbank,2019-10-14 02:53:00,17.0,33.0,Fair,983.19,9.0,0.0,17.0
Burbank,2019-10-14 03:53:00,17.0,33.0,Fair,983.52,7.0,0.0,17.0
Burbank,2019-10-14 04:53:00,16.0,,,983.84,6.0,0.0,16.0
Burbank,2019-10-14 05:53:00,16.0,,,984.17,6.0,0.0,16.0
Burbank,2019-10-14 06:53:00,15.0,33.0,Fair,984.5,6.0,0.0,15.0
Burbank,2019-10-14 07:53:00,15.0,29.0,Partly Cloudy,984.5,6.0,0.0,15.0
Burbank,2019-10-14 08:13:00,15.0,29.0,Partly Cloudy,984.5,6.0,0.0,15.0
Burbank,2019-10-14 08:29:00,15.0,27.0,Mostly Cloudy,984.5,0.0,0.0,15.0
Burbank,2019-10-14 08:53:00,14.0,26.0,Cloudy,984.83,0.0,0.0,14.0
Burbank,2019-10-14 09:53:00,14.0,26.0,Cloudy,984.83,6.0,0.0,14.0
Burbank,2019-10-14 10:53:00,14.0,27.0,Mostly Cloudy,984.5,6.0,0.0,14.0
Burbank,2019-10-14 11:33:00,14.0,29.0,Partly Cloudy,984.83,6.0,0.0,14.0
Burbank,2019-10-14 11:53:00,13.0,29.0,Partly Cloudy,984.83,7.0,0.0,13.0
Burbank,2019-10-14 12:53:00,13.0,33.0,Fair,984.83,0.0,0.0,13.0
Burbank,2019-10-14 13:53:00,12.0,28.0,Mostly Cloudy,985.49,0.0,0.0,12.0
Burbank,2019-10-14 14:53:00,13.0,21.0,Haze,985.82,6.0,0.0,13.0
Burbank,2019-10-14 15:53:00,15.0,28.0,Mostly Cloudy,986.81,0.0,0.0,15.0
Burbank,2019-10-14 16:53:00,17.0,34.0,Fair,986.81,6.0,0.0,17.0
Burbank,2019-10-14 17:53:00,18.0,34.0,Fair,986.81,0.0,0.0,18.0
Burbank,2019-10-14 18:53:00,20.0,34.0,Fair,986.15,6.0,0.0,20.0
Burbank,2019-10-14 19:53:00,21.0,34.0,Fair,985.49,9.0,0.0,21.0
Burbank,2019-10-14 20:53:00,23.0,34.0,Fair,984.5,9.0,0.0,23.0
Burbank,2019-10-14 21:53:00,23.0,34.0,Fair,984.17,19.0,0.0,23.0
Burbank,2019-10-14 22:53:00,23.0,34.0,Fair,984.17,15.0,0.0,23.0
Burbank,2019-10-14 23:53:00,22.0,34.0,Fair,984.17,17.0,0.0,22.0
Burbank,2019-10-15 00:53:00,21.0,30.0,Partly Cloudy,984.5,11.0,0.0,21.0
Burbank,2019-10-15 01:53:00,18.0,33.0,Fair,984.83,11.0,0.0,18.0
Burbank,2019-10-15 02:53:00,17.0,33.0,Fair,985.49,6.0,0.0,17.0
Burbank,2019-10-15 03:53:00,17.0,33.0,Fair,986.15,7.0,0.0,17.0
Burbank,2019-10-15 04:53:00,17.0,33.0,Fair,986.81,6.0,0.0,17.0
